# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 30 11:27:40 2017
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim
2348,Kepler-375,c,Transit,2,19.98632600,0.00018400,-0.00018400,0,0.141000,,,0,,,,,,,,,,,,,,0.236,0.086,-0.086,0,,,,,0,1,0,0.89,,,0,0,0.84,0.29,-0.29,0,0,2014-05-14,2.650,0.960,-0.960,0
2349,Kepler-376,b,Transit,2,4.92019900,0.00007300,-0.00007300,0,0.057000,,,0,,,,,,,,,,,,,,0.095,0.020,-0.020,0,,,,,0,1,0,1.05,,,0,0,1.18,0.23,-0.23,0,0,2014-05-14,1.070,0.220,-0.220,0
2350,Kepler-376,c,Transit,2,14.17232700,0.00010800,-0.00010800,0,0.115000,,,0,,,,,,,,,,,,,,0.160,0.032,-0.032,0,,,,,0,1,0,1.05,,,0,0,1.18,0.23,-0.23,0,0,2014-05-14,1.790,0.360,-0.360,0
2351,Kepler-377,b,Transit,2,12.50952900,0.00025700,-0.00025700,0,0.109000,,,0,,,,,,,,,,,,,,0.124,0.024,-0.024,0,,,,,0,1,0,0.88,,,0,0,1.22,0.23,-0.23,0,0,2014-05-14,1.390,0.270,-0.270,0
2352,Kepler-377,c,Transit,2,27.01497600,0.00034700,-0.00034700,0,0.182000,,,0,,,,,,,,,,,,,,0.184,0.035,-0.035,0,,,,,0,1,0,0.88,,,0,0,1.22,0.23,-0.23,0,0,2014-05-14,2.060,0.390,-0.390,0
2353,Kepler-378,b,Transit,2,16.09236100,0.00007300,-0.00007300,0,0.112000,,,0,,,,,,,,,,,,,,0.067,0.013,-0.013,0,,,,,0,1,0,0.96,,,0,0,0.67,0.04,-0.04,0,0,2014-05-14,0.750,0.150,-0.150,0
2354,Kepler-378,c,Transit,2,28.90600900,0.00021600,-0.00021600,0,0.166000,,,0,,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,0,1,0,0.96,,,0,0,0.67,0.04,-0.04,0,0,2014-05-14,0.700,0.050,-0.050,0
2355,Kepler-379,b,Transit,2,20.09838000,0.00018000,-0.00018000,0,0.152000,,,0,,,,,,,,,,,,,,0.148,0.028,-0.028,0,,,,,0,1,0,1.08,,,0,0,1.31,0.24,-0.24,0,0,2014-05-14,1.660,0.310,-0.310,0
2356,Kepler-379,c,Transit,2,62.78469700,0.00066100,-0.00066100,0,0.326000,,,0,,,,,,,,,,,,,,0.204,0.038,-0.038,0,,,,,0,1,0,1.08,,,0,0,1.31,0.24,-0.24,0,0,2014-05-14,2.290,0.430,-0.430,0
2358,Kepler-380,b,Transit,2,3.93082100,0.00003800,-0.00003800,0,0.050000,,,0,,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,0,1,0,1.05,,,0,0,1.22,0.24,-0.24,0,0,2014-05-14,1.190,0.240,-0.240,0
2359,Kepler-380,c,Transit,2,7.63000400,0.00007300,-0.00007300,0,0.078000,,,0,,,,,,,,,,,,,,0.113,0.025,-0.025,0,,,,,0,1,0,1.05,,,0,0,1.22,0.24,-0.24,0,0,2014-05-14,1.270,0.280,-0.280,0
2360,Kepler-381,b,Transit,2,5.62902100,0.00002800,-0.00002800,0,0.066000,,,0,,,,,,,,,,,,,,0.088,0.020,-0.020,0,,,,,0,1,0,1.34,,,0,0,1.57,0.35,-0.35,0,0,2014-05-14,0.990,0.220,-0.220,0
2361,Kepler-381,c,Transit,2,13.39163500,0.00012900,-0.00012900,0,0.117000,,,0,,,,,,,,,,,,,,0.100,0.022,-0.022,0,,,,,0,1,0,1.34,,,0,0,1.57,0.35,-0.35,0,0,2014-05-14,1.120,0.250,-0.250,0
2362,Kepler-382,b,Transit,2,5.26215500,0.00004700,-0.00004700,0,0.055000,,,0,,,,,,,,,,,,,,0.118,0.056,-0.056,0,,,,,0,1,0,0.80,,,0,0,0.94,0.45,-0.45,0,0,2014-05-14,1.320,0.630,-0.630,0
2363,Kepler-382,c,Transit,2,12.16270100,0.00010900,-0.00010900,0,0.097000,,,0,,,,,,,,,,,,,,0.142,0.069,-0.069,0,,,,,0,1,0,0.80,,,0,0,0.94,0.45,-0.45,0,0,2014-05-14,1.590,0.770,-0.770,0
2364,Kepler-383,b,Transit,2,12.90453200,0.00012100,-0.00012100,0,0.095000,,,0,,,,,,,,,,,,,,0.118,0.046,-0.046,0,,,,,0,1,0,0.67,,,0,0,0.67,0.27,-0.27,0,0,2014-05-14,1.320,0.520,-0.520,0
2365,Kepler-383,c,Transit,2,31.20075100,0.00035400,-0.00035400,0,0.172000,,,0,,,,,,,,,,,,,,0.111,0.044,-0.044,0,,,,,0,1,0,0.67,,,0,0,0.67,0.27,-0.27,0,0,2014-05-14,1.240,0.490,-0.490,0
2366,Kepler-384,b,Transit,2,22.59705300,0.00024300,-0.00024300,0,0.148000,,,0,,,,,,,,,,,,,,0.100,0.029,-0.029,0,,,,,0,1,0,0.76,,,0,0,0.88,0.25,-0.25,0,0,2014-05-14,1.120,0.320,-0.320,0
2367,Kepler-384,c,Transit,2,45.34826900,0.00077900,-0.00077900,0,0.236000,,,0,,,,,,,,,,,,,,0.101,0.029,-0.029,0,,,,,0,1,0,0.76,,,0,0,0.88,0.25,-0.25,0,0,2014-05-14,1.130,0.330,-0.330,0
2368,Kepler-385,b,Transit,2,10.04368600,0.00012800,-0.00012800,0,0.097000,,,0,,,,,,,,,,,,,,0.244,0.123,-0.123,0,,,,,0,1,0,1.09,,,0,0,1.13,0.56,-0.56,0,0,2014-05-14,2.730,1.380,-1.380,0
2369,Kepler-385,c,Transit,2,15.16316100,0.00026900,-0.00026900,0,0.127000,,,0,,,,,,,,,,,,,,0.271,0.139,-0.139,0,,,,,0,1,0,1.09,,,0,0,1.13,0.56,-0.56,0,0,2014-05-14,3.040,1.560,-1.560,0
2370,Kepler-386,b,Transit,2,12.31043000,0.00021800,-0.00021800,0,0.096000,,,0,,,,,,,,,,,,,,0.124,0.073,-0.073,0,,,,,0,1,0,0.74,,,0,0,0.77,0.43,-0.43,0,0,2014-05-14,1.390,0.820,-0.820,0
2371,Kepler-386,c,Transit,2,25.19345800,0.00034200,-0.00034200,0,0.155000,,,0,,,,,,,,,,,,,,0.141,0.079,-0.079,0,,,,,0,1,0,0.74,,,0,0,0.77,0.43,-0.43,0,0,2014-05-14,1.580,0.890,-0.890,0
2372,Kepler-387,b,Transit,2,6.79163600,0.00009400,-0.00009400,0,0.068000,,,0,,,,,,,,,,,,,,0.092,0.021,-0.021,0,,,,,0,1,0,1.03,,,0,0,1.05,0.24,-0.24,0,0,2014-05-14,1.030,0.240,-0.240,0
2373,Kepler-387,c,Transit,2,11.83754900,0.00032900,-0.00032900,0,0.098000,,,0,,,,,,,,,,,,,,0.079,0.020,-0.020,0,,,,,0,1,0,1.03,,,0,0,1.05,0.24,-0.24,0,0,2014-05-14,0.890,0.220,-0.220,0
2374,Kepler-388,b,Transit,2,3.17331500,0.00001800,-0.00001800,0,0.036000,,,0,,,,,,,,,,,,,,0.072,0.009,-0.009,0,,,,,0,1,0,0.59,,,0,0,0.59,0.07,-0.07,0,0,2014-05-14,0.810,0.100,-0.100,0
2375,Kepler-388,c,Transit,2,13.29700400,0.00018500,-0.00018500,0,0.093000,,,0,,,,,,,,,,,,,,0.077,0.010,-0.010,0,,,,,0,1,0,0.59,,,0,0,0.59,0.07,-0.07,0,0,2014-05-14,0.860,0.110,-0.110,0
2376,Kepler-389,b,Transit,2,3.24410700,0.00003000,-0.00003000,0,0.041000,,,0,,,,,,,,,,,,,,0.135,0.069,-0.069,0,,,,,0,1,0,0.78,,,0,0,0.79,0.40,-0.40,0,0,2014-05-14,1.510,0.770,-0.770,0
2377,Kepler-389,c,Transit,2,14.51143000,0.00030500,-0.00030500,0,0.110000,,,0,,,,,,,,,,,,,,0.130,0.067,-0.067,0,,,,,0,1,0,0.78,,,0,0,0.79,0.40,-0.40,0,0,2014-05-14,1.460,0.750,-0.750,0
2379,Kepler-390,b,Transit,2,6.73808800,0.00006700,-0.00006700,0,0.065000,,,0,,,,,,,,,,,,,,0.073,0.006,-0.006,0,,,,,0,1,0,0.67,,,0,0,0.78,0.05,-0.05,0,0,2014-05-14,0.820,0.070,-0.070,0
2380,Kepler-390,c,Transit,2,13.06002200,0.00025700,-0.00025700,0,0.101000,,,0,,,,,,,,,,,,,,0.070,0.007,-0.007,0,,,,,0,1,0,0.67,,,0,0,0.78,0.05,-0.05,0,0,2014-05-14,0.790,0.080,-0.080,0
2381,Kepler-391,b,Transit,2,7.41675500,0.00012900,-0.00012900,0,0.082000,,,0,,,,,,,,,,,,,,0.285,0.070,-0.070,0,,,,,0,1,0,1.22,,,0,0,3.57,0.85,-0.85,0,0,2014-05-14,3.200,0.780,-0.780,0
2382,Kepler-391,c,Transit,2,20.48543500,0.00039300,-0.00039300,0,0.161000,,,0,,,,,,,,,,,,,,0.316,0.077,-0.077,0,,,,,0,1,0,1.22,,,0,0,3.57,0.85,-0.85,0,0,2014-05-14,3.540,0.860,-0.860,0
2383,Kepler-392,b,Transit,2,5.34185300,0.00005500,-0.00005500,0,0.059000,,,0,,,,,,,,,,,,,,0.089,0.019,-0.019,0,,,,,0,1,0,1.13,,,0,0,1.13,0.23,-0.23,0,0,2014-05-14,1.000,0.210,-0.210,0
2384,Kepler-392,c,Transit,2,10.42311800,0.00008700,-0.00008700,0,0.093000,,,0,,,,,,,,,,,,,,0.098,0.021,-0.021,0,,,,,0,1,0,1.13,,,0,0,1.13,0.23,-0.23,0,0,2014-05-14,1.100,0.230,-0.230,0
2385,Kepler-393,b,Transit,2,9.18241700,0.00009600,-0.00009600,0,0.091000,,,0,,,,,,,,,,,,,,0.115,0.022,-0.022,0,,,,,0,1,0,1.32,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,1.290,0.250,-0.250,0
2386,Kepler-393,c,Transit,2,14.61361200,0.00023100,-0.00023100,0,0.124000,,,0,,,,,,,,,,,,,,0.119,0.028,-0.028,0,,,,,0,1,0,1.32,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,1.330,0.310,-0.310,0
2387,Kepler-394,b,Transit,2,8.00501300,0.00009000,-0.00009000,0,0.083000,,,0,,,,,,,,,,,,,,0.143,0.073,-0.073,0,,,,,0,1,0,1.11,,,0,0,1.13,0.58,-0.58,0,0,2014-05-14,1.600,0.820,-0.820,0
2388,Kepler-394,c,Transit,2,12.13068600,0.00018000,-0.00018000,0,0.110000,,,0,,,,,,,,,,,,,,0.148,0.077,-0.077,0,,,,,0,1,0,1.11,,,0,0,1.13,0.58,-0.58,0,0,2014-05-14,1.660,0.860,-0.860,0
2389,Kepler-395,b,Transit,2,7.05434600,0.00007000,-0.00007000,0,0.061000,,,0,,,,,,,,,,,,,,0.092,0.007,-0.007,0,,,,,0,1,0,0.53,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,1.030,0.080,-0.080,0
2390,Kepler-395,c,Transit,2,34.98926200,0.00054300,-0.00054300,0,0.177000,,,0,,,,,,,,,,,,,,0.118,0.008,-0.008,0,,,,,0,1,0,0.53,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,1.320,0.090,-0.090,0
2391,Kepler-396,b,Transit,2,42.99400000,,,0,,,,,,,,,,,,,0.23800,0.03700,-0.01800,0,Mass,0.312,0.114,-0.058,0,,,,,1,1,0,0.85,0.13,-0.06,0,0,1.06,0.39,-0.20,0,0,2014-05-14,3.500,1.280,-0.650,0
2392,Kepler-396,c,Transit,2,88.50500000,,,0,,,,,,,,,,,,,0.05600,0.00900,-0.00400,0,Mass,0.473,0.174,-0.088,0,,,,,1,1,0,0.85,0.13,-0.06,0,0,1.06,0.39,-0.20,0,0,2014-05-14,5.300,1.950,-0.990,0
2393,Kepler-397,b,Transit,2,22.25094900,0.00018600,-0.00018600,0,0.144000,,,0,,,,,,,,,,,,,,0.219,1.902,-1.902,0,,,,,0,1,0,,,,,,0.77,0.07,-0.07,0,0,2014-05-14,2.460,21.320,-21.320,0
2394,Kepler-397,c,Transit,2,135.49852700,0.00066800,-0.00066800,0,0.480000,,,0,,,,,,,,,,,,,,0.551,0.050,-0.050,0,,,,,1,1,0,,,,,,0.77,0.07,-0.07,0,0,2014-05-14,6.180,0.560,-0.560,0
2395,Kepler-398,b,Transit,3,4.08142300,0.00001100,-0.00001100,0,0.044000,,,0,,,,,,,,,,,,,,0.083,0.009,-0.009,0,,,,,0,1,0,,,,,,0.61,0.03,-0.03,0,0,2014-05-14,0.930,0.100,-0.100,0
2396,Kepler-398,c,Transit,3,11.41941200,0.00004700,-0.00004700,0,0.087000,,,0,,,,,,,,,,,,,,0.090,0.010,-0.010,0,,,,,0,1,0,,,,,,0.61,0.03,-0.03,0,0,2014-05-14,1.010,0.110,-0.110,0
2397,Kepler-398,d,Transit,3,6.83437001,0.00001518,-0.00001518,0,,,,,,,,,,,,,,,,,,0.079,0.003,-0.004,0,,,,,0,1,0,,,,,,0.61,0.03,-0.03,0,0,2016-05-10,0.880,0.030,-0.040,0
2398,Kepler-399,b,Transit,3,14.42528100,0.00014400,-0.00014400,0,0.103000,,,0,,,,,,,,,,,,,,0.086,0.045,-0.045,0,,,,,0,1,0,,,,,,0.68,0.36,-0.36,0,0,2014-05-14,0.960,0.510,-0.510,0
2399,Kepler-399,c,Transit,3,26.67569000,0.00017100,-0.00017100,0,0.155000,,,0,,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,0,1,0,,,,,,0.68,0.36,-0.36,0,0,2014-05-14,1.430,0.770,-0.770,0
2400,Kepler-399,d,Transit,3,58.03461600,0.00036300,-0.00036300,0,0.261000,,,0,,,,,,,,,,,,,,0.169,0.090,-0.090,0,,,,,0,1,0,,,,,,0.68,0.36,-0.36,0,0,2014-05-14,1.890,1.010,-1.010,0
2403,Kepler-400,b,Transit,2,9.02438900,0.00003400,-0.00003400,0,0.087000,,,0,,,,,,,,,,,,,,0.147,0.027,-0.027,0,,,,,0,1,0,,,,,,1.15,0.21,-0.21,0,0,2014-05-14,1.650,0.300,-0.300,0
2404,Kepler-400,c,Transit,2,17.34082400,0.00010000,-0.00010000,0,0.134000,,,0,,,,,,,,,,,,,,0.133,0.025,-0.025,0,,,,,0,1,0,,,,,,1.15,0.21,-0.21,0,0,2014-05-14,1.490,0.280,-0.280,0
2405,Kepler-401,b,Transit,3,14.38303500,0.00021100,-0.00021100,0,0.122000,,,0,,,,,,,,,,,,,,0.153,0.036,-0.036,0,,,,,0,1,0,,,,,,1.33,0.24,-0.24,0,0,2014-05-14,1.710,0.400,-0.400,0
2406,Kepler-401,c,Transit,3,47.31821800,0.00069500,-0.00069500,0,0.269000,,,0,,,,,,,,,,,,,,0.192,0.036,-0.036,0,,,,,0,1,0,,,,,,1.33,0.24,-0.24,0,0,2014-05-14,2.150,0.400,-0.400,0
2407,Kepler-401,d,Transit,3,184.25640500,0.00317000,-0.00317000,0,,,,,,,,,,,,,,,,,,0.203,0.036,-0.023,0,,,,,0,1,0,,,,,,1.33,0.24,-0.24,0,0,2016-05-10,2.270,0.400,-0.260,0
2408,Kepler-402,b,Transit,4,4.02875100,0.00001900,-0.00001900,0,0.051000,,,0,,,,,,,,,,,,,,0.109,0.021,-0.021,0,,,,,0,1,0,,,,,,1.26,0.24,-0.24,0,0,2014-05-14,1.220,0.240,-0.240,0
2409,Kepler-402,c,Transit,4,6.12482100,0.00002600,-0.00002600,0,0.068000,,,0,,,,,,,,,,,,,,0.139,0.031,-0.031,0,,,,,0,1,0,,,,,,1.26,0.24,-0.24,0,0,2014-05-14,1.560,0.350,-0.350,0
2410,Kepler-402,d,Transit,4,8.92109900,0.00005600,-0.00005600,0,0.087000,,,0,,,,,,,,,,,,,,0.123,0.024,-0.024,0,,,,,0,1,0,,,,,,1.26,0.24,-0.24,0,0,2014-05-14,1.380,0.270,-0.270,0
2411,Kepler-402,e,Transit,4,11.24286100,0.00005900,-0.00005900,0,0.102000,,,0,,,,,,,,,,,,,,0.130,0.026,-0.026,0,,,,,0,1,0,,,,,,1.26,0.24,-0.24,0,0,2014-05-14,1.460,0.290,-0.290,0
2412,Kepler-403,b,Transit,3,7.03146200,0.00005100,-0.00005100,0,0.076000,,,0,,,,,,,,,,,,,,0.112,0.020,-0.020,0,,,,,0,1,0,,,,,,1.33,0.24,-0.24,0,0,2014-05-14,1.250,0.220,-0.220,0
2413,Kepler-403,c,Transit,3,54.28074900,0.00056200,-0.00056200,0,0.297000,,,0,,,,,,,,,,,,,,0.156,0.029,-0.029,0,,,,,0,1,0,,,,,,1.33,0.24,-0.24,0,0,2014-05-14,1.750,0.320,-0.320,0
2414,Kepler-403,d,Transit,3,13.61159129,0.00008288,-0.00008288,0,,,,,,,,,,,,,,,,,,0.127,0.027,-0.017,0,,,,,0,1,0,,,,,,1.33,0.24,-0.24,0,0,2016-05-10,1.420,0.300,-0.190,0
2415,Kepler-404,b,Transit,2,11.82985100,0.00020900,-0.00020900,0,0.102000,,,0,,,,,,,,,,,,,,0.113,0.049,-0.049,0,,,,,0,1,0,,,,,,0.88,0.33,-0.33,0,0,2014-05-14,1.270,0.550,-0.550,0
2416,Kepler-404,c,Transit,2,14.75116600,0.00026100,-0.00026100,0,0.118000,,,0,,,,,,,,,,,,,,0.153,0.076,-0.076,0,,,,,0,1,0,,,,,,0.88,0.33,-0.33,0,0,2014-05-14,1.720,0.850,-0.850,0
2417,Kepler-405,b,Transit,2,10.61383900,0.00011100,-0.00011100,0,0.095000,,,0,,,,,,,,,,,,,,0.186,0.088,-0.088,0,,,,,0,1,0,,,,,,0.89,0.42,-0.42,0,0,2014-05-14,2.080,0.990,-0.990,0
2418,Kepler-405,c,Transit,2,29.72668200,0.01147700,-0.01147700,0,0.188000,,,0,,,,,,,,,,,,,,0.416,2.378,-2.378,0,,,,,1,1,0,,,,,,0.89,0.42,-0.42,0,0,2014-05-14,4.660,26.650,-26.650,0
2419,Kepler-406,b,Transit,2,2.42629000,,,0,,,,,,,,,,,,,0.02000,0.00400,-0.00400,0,Mass,0.128,0.003,-0.003,0,11.82000,2.70000,-2.70000,0,0,1,0,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0,2014-05-14,1.430,0.030,-0.030,0
2420,Kepler-406,c,Transit,2,4.62332000,,,0,,,,,,,,,,,,,0.00900,0.00600,-0.00600,0,Mass,0.076,0.003,-0.003,0,24.39000,16.13000,-16.13000,0,0,1,0,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0,2014-05-14,0.850,0.030,-0.030,0
2421,Kepler-407,b,Transit,2,0.66931000,,,0,,,,,,,,,,,,,,,,,,0.095,0.002,-0.002,0,,,,,0,1,0,1.00,0.06,-0.06,0,0,1.01,0.07,-0.07,0,0,2016-10-13,1.070,0.020,-0.020,0
2422,Kepler-407,c,Radial Velocity,2,3000.00000000,500.00000000,-500.00000000,0,,,,,,,,,,,,,12.60000,6.30000,-6.30000,0,Mass,,,,,,,,,0,1,0,1.00,0.06,-0.06,0,0,1.01,0.07,-0.07,0,0,2014-05-14,,,,
2427,Kepler-411,b,Transit,2,3.00516000,0.00001000,-0.00001000,0,0.038000,0.001000,-0.001000,0,0.000000,0.350000,0.000000,0,88.270,1.730,-1.830,0,,,,,,0.168,0.018,-0.018,0,,,,,0,1,0,0.83,0.04,-0.10,0,0,0.79,0.07,-0.06,0,0,2014-05-14,1.880,0.200,-0.200,0
2428,Kepler-411,c,Transit,2,7.83442788,0.00000298,-0.00000298,0,,,,,,,,,,,,,,,,,,0.292,0.011,-0.006,0,,,,,0,1,0,0.83,0.04,-0.10,0,0,0.79,0.07,-0.06,0,0,2016-05-10,3.270,0.120,-0.070,0
2431,Kepler-414,b,Transit Timing Variations,2,4.70000000,,,0,,,,,,,,,,,,,0.01100,0.01100,-0.00900,0,Mass,0.153,0.028,-0.012,0,,,,,1,1,0,0.89,,,0,0,0.95,,,0,0,2014-05-28,1.710,0.310,-0.140,0
2432,Kepler-414,c,Transit Timing Variations,2,7.17100000,,,0,,,,,,,,,,,,,0.09400,0.03900,-0.03300,0,Mass,0.269,0.048,-0.022,0,,,,,1,1,0,0.89,,,0,0,0.95,,,0,0,2014-05-28,3.010,0.540,-0.250,0
2433,Kepler-415,b,Transit Timing Variations,2,4.17600000,,,0,,,,,,,,,,,,,0.37700,0.32100,-0.27500,0,Mass,0.108,0.012,-0.009,0,,,,,1,1,0,0.67,,,0,0,0.64,,,0,0,2014-05-28,1.210,0.130,-0.100,0
2434,Kepler-415,c,Transit Timing Variations,2,8.70800000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0.67,,,0,0,0.64,,,0,0,2014-05-28,,,,
2435,Kepler-416,b,Transit Timing Variations,2,6.31900000,,,0,,,,,,,,,,,,,0.18300,0.16800,-0.12400,0,Mass,0.221,0.088,-0.029,0,,,,,1,1,0,1.00,,,0,0,1.07,,,0,0,2014-05-28,2.480,0.990,-0.330,0
2436,Kepler-416,c,Transit Timing Variations,2,12.20900000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1.00,,,0,0,1.07,,,0,0,2014-05-28,,,,
2437,Kepler-417,b,Transit Timing Variations,2,12.33100000,,,0,,,,,,,,,,,,,0.03500,0.02900,-0.02500,0,Mass,0.206,0.077,-0.015,0,,,,,1,1,0,0.90,,,0,0,0.81,,,0,0,2014-05-28,2.310,0.860,-0.170,0
2438,Kepler-417,c,Transit Timing Variations,2,15.94300000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0.90,,,0,0,0.81,,,0,0,2014-05-28,,,,
2440,Kepler-419,b,Transit,2,69.75460000,0.00070000,-0.00090000,0,0.370000,0.007000,-0.006000,0,0.833000,0.013000,-0.013000,0,88.950,0.140,-0.170,0,2.50000,0.30000,-0.30000,0,Mass,0.960,0.120,-0.120,0,,,,,1,1,0,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0,2014-06-25,10.800,1.400,-1.300,0
2441,Kepler-419,c,Transit Timing Variations,2,675.47000000,0.11000000,-0.11000000,0,1.680000,0.030000,-0.030000,0,0.184000,0.002000,-0.002000,0,88.000,3.000,-2.000,0,7.30000,0.40000,-0.40000,0,Mass,,,,,,,,,0,1,0,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0,2014-06-25,,,,
2442,Kepler-42,b,Transit,3,1.21376720,0.00000460,-0.00000460,0,0.011600,,,0,,,,,,,,,,,,,,0.070,0.020,-0.020,0,,,,,0,1,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0,2014-05-14,0.780,0.220,-0.220,0
2443,Kepler-42,c,Transit,3,0.45328509,0.00000097,-0.00000097,0,0.006000,,,0,,,,,,,,,,,,,,0.065,0.018,-0.018,0,,,,,0,1,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0,2014-05-14,0.730,0.200,-0.200,0
2444,Kepler-42,d,Transit,3,1.86516900,0.00001400,-0.00001400,0,0.015400,,,0,,,,,,,,,,,,,,0.051,0.016,-0.016,0,,,,,0,1,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0,2014-05-14,0.570,0.180,-0.180,0
2449,Kepler-424,b,Transit,2,3.31186440,0.00000039,-0.00000039,0,0.044000,0.005000,-0.004000,0,,,,,,,,,1.03000,0.13000,-0.13000,0,Mass,0.890,0.080,-0.060,0,1.94000,0.25000,-0.25000,0,0,1,0,1.01,0.05,-0.05,0,0,0.94,0.06,-0.06,0,0,2014-10-03,9.980,0.900,-0.670,0
